CODE_IRIS_2009,CODE_IRIS_2010,CODE_IRIS_2011,CODE_IRIS_2012,CODE_IRIS_2013,CODE_IRIS_2014,CODE_IRIS_2015,CODE_IRIS_2016,CODE_IRIS_2017,CODE_IRIS_2018,CODE_IRIS_2019
595270106,595270106,595270106,595270106,595270106,595270106,595270106,595270106,595270106,595270106,595270106
595280000,595280000,595280000,595280000,595280000,595280000,595280000,595280000,595280000,595280000,595280000
595290000,595290000,595290000,595290000,595290000,595290000,595290000,595290000,595290000,595290000,595290000
595300000,595300000,595300000,595300000,595300000,595300000,595300000,595300000,595300000,595300000,595300000
595310000,595310000,595310000,595310000,595310000,595310000,595310000,595310000,595310000,595310000,595310000
595320000,595320000,595320000,595320000,595320000,595320000,595320000,595320000,595320000,595320000,595320000
595330000,595330000,595330000,595330000,595330000,595330000,595330000,595330000,595330000,595330000,595330000
595340000,595340000,595340000,595340000,595340000,595340000,595340000,595340000,595340000,595340000,595340000
595350000,595350000,595350000,595350000,595350000,595350000,595350000,595350000,595350000,595350000,595350000
595360000,595360000,595360000,595360000,595360000,595360000,595360000,595360000,595360000,595360000,595360000
595370000,595370000,595370000,595370000,595370000,595370000,595370000,595370000,595370000,595370000,595370000
595380000,595380000,595380000,595380000,595380000,595380000,595380000,595380000,595380000,595380000,595380000
595390000,595390000,595390000,595390000,595390000,595390000,595390000,595390000,595390000,595390000,595390000
595410000,595410000,595410000,595410000,595410000,595410000,595410000,595410000,595410000,595410000,595410000
595420000,595420000,595420000,595420000,595420000,595420000,595420000,595420000,595420000,595420000,595420000
595430000,595430000,595430000,595430000,595430000,595430000,595430000,595430000,595430000,595430000,595430000
595440101,595440101,595440101,595440101,595440101,595440101,595440101,595440101,595440101,595440101,595440101
595440102,595440102,595440102,595440102,595440102,595440102,595440102,595440102,595440102,595440102,595440102
595440103,595440103,595440103,595440103,595440103,595440103,595440103,595440103,595440103,595440103,595440103
595440104,595440104,595440104,595440104,595440104,595440104,595440104,595440104,595440104,595440104,595440104
595440105,595440105,595440105,595440105,595440105,595440105,595440105,595440105,595440105,595440105,595440105
595440107,595440107,595440107,595440107,595440107,595440107,595440107,595440107,595440107,595440107,595440107
595450000,595450000,595450000,595450000,595450000,595450000,595450000,595450000,595450000,595450000,595450000
595460000,595460000,595460000,595460000,595460000,595460000,595460000,595460000,595460000,595460000,595460000
595470000,595470000,595470000,595470000,595470000,595470000,595470000,595470000,595470000,595470000,595470000
595480000,595480000,595480000,595480000,595480000,595480000,595480000,595480000,595480000,595480000,595480000
595490000,595490000,595490000,595490000,595490000,595490000,595490000,595490000,595490000,595490000,595490000
595500000,595500000,595500000,595500000,595500000,595500000,595500000,595500000,595500000,595500000,595500000
595510000,595510000,595510000,595510000,595510000,595510000,595510000,595510000,595510000,595510000,595510000
595520000,595520000,595520000,595520000,595520000,595520000,595520000,595520000,595520000,595520000,595520000
595530101,595530101,595530101,595530101,595530101,595530101,595530101,595530101,595530101,595530101,595530101
595530102,595530102,595530102,595530102,595530102,595530102,595530102,595530102,595530102,595530102,595530102
595540000,595540000,595540000,595540000,595540000,595540000,595540000,595540000,595540000,595540000,595540000
595550000,595550000,595550000,595550000,595550000,595550000,595550000,595550000,595550000,595550000,595550000
595560000,595560000,595560000,595560000,595560000,595560000,595560000,595560000,595560000,595560000,595560000
595570000,595570000,595570000,595570000,595570000,595570000,595570000,595570000,595570000,595570000,595570000
595580000,595580000,595580000,595580000,595580000,595580000,595580000,595580000,595580000,595580000,595580000
595590000,595590000,595590000,595590000,595590000,595590000,595590000,595590000,595590000,595590000,595590000
595600101,595600101,595600101,595600101,595600101,595600101,595600101,595600101,595600101,595600101,595600101
595600102,595600102,595600102,595600102,595600102,595600102,595600102,595600102,595600102,595600102,595600102
595600201,595600201,595600201,595600201,595600201,595600201,595600201,595600201,595600201,595600201,595600201
595600202,595600202,595600202,595600202,595600202,595600202,595600202,595600202,595600202,595600202,595600202
595600203,595600203,595600203,595600203,595600203,595600203,595600203,595600203,595600203,595600203,595600203
595620000,595620000,595620000,595620000,595620000,595620000,595620000,595620000,595620000,595620000,595620000
595630000,595630000,595630000,595630000,595630000,595630000,595630000,595630000,595630000,595630000,595630000
595640000,595640000,595640000,595640000,595640000,595640000,595640000,595640000,595640000,595640000,595640000
595650000,595650000,595650000,595650000,595650000,595650000,595650000,595650000,595650000,595650000,595650000
595660000,595660000,595660000,595660000,595660000,595660000,595660000,595660000,595660000,595660000,595660000
595670000,595670000,595670000,595670000,595670000,595670000,595670000,595670000,595670000,595670000,595670000
595680000,595680000,595680000,595680000,595680000,595680000,595680000,595680000,595680000,595680000,595680000
595690101,595690101,595690101,595690101,595690101,595690101,595690101,595690101,595690101,595690101,595690101
595690102,595690102,595690102,595690102,595690102,595690102,595690102,595690102,595690102,595690102,595690102
595690103,595690103,595690103,595690103,595690103,595690103,595690103,595690103,595690103,595690103,595690103
595690104,595690104,595690104,595690104,595690104,595690104,595690104,595690104,595690104,595690104,595690104
595690105,595690105,595690105,595690105,595690105,595690105,595690105,595690105,595690105,595690105,595690105
595690106,595690106,595690106,595690106,595690106,595690106,595690106,595690106,595690106,595690106,595690106
595700000,595700000,595700000,595700000,595700000,595700000,595700000,595700000,595700000,595700000,595700000
595710101,595710101,595710101,595710101,595710101,595710101,595710101,595710101,595710101,595710101,595710101
595710102,595710102,595710102,595710102,595710102,595710102,595710102,595710102,595710102,595710102,595710102
595720000,595720000,595720000,595720000,595720000,595720000,595720000,595720000,595720000,595720000,595720000
595730000,595730000,595730000,595730000,595730000,595730000,595730000,595730000,595730000,595730000,595730000
595740101,595740101,595740101,595740101,595740101,595740101,595740101,595740101,595740101,595740101,595740101
595740102,595740102,595740102,595740102,595740102,595740102,595740102,595740102,595740102,595740102,595740102
595740103,595740103,595740103,595740103,595740103,595740103,595740103,595740103,595740103,595740103,595740103
595740104,595740104,595740104,595740104,595740104,595740104,595740104,595740104,595740104,595740104,595740104
595750000,595750000,595750000,595750000,595750000,595750000,595750000,595750000,595750000,595750000,595750000
595760000,595760000,595760000,595760000,595760000,595760000,595760000,595760000,595760000,595760000,595760000
595770000,595770000,595770000,595770000,595770000,595770000,595770000,595770000,595770000,595770000,595770000
595780000,595780000,595780000,595780000,595780000,595780000,595780000,595780000,595780000,595780000,595780000
595790000,595790000,595790000,595790000,595790000,595790000,595790000,595790000,595790000,595790000,595790000
595800000,595800000,595800000,595800000,595800000,595800000,595800000,595800000,595800000,595800000,595800000
595810000,595810000,595810000,595810000,595810000,595810000,595810000,595810000,595810000,595810000,595810000
595820000,595820000,595820000,595820000,595820000,595820000,595820000,595820000,595820000,595820000,595820000
595830000,595830000,595830000,595830000,595830000,595830000,595830000,595830000,595830000,595830000,595830000
595840000,595840000,595840000,595840000,595840000,595840000,595840000,595840000,595840000,595840000,595840000
595850000,595850000,595850000,595850000,595850000,595850000,595850000,595850000,595850000,595850000,595850000
595860101,595860101,595860101,595860101,595860101,595860101,595860101,595860101,595860101,595860101,595860101
595860102,595860102,595860102,595860102,595860102,595860102,595860102,595860102,595860102,595860102,595860102
595870000,595870000,595870000,595870000,595870000,595870000,595870000,595870000,595870000,595870000,595870000
595880101,595880101,595880101,595880101,595880101,595880101,595880101,595880101,595880101,595880101,595880101
595880102,595880102,595880102,595880102,595880102,595880102,595880102,595880102,595880102,595880102,595880102
595880103,595880103,595880103,595880103,595880103,595880103,595880103,595880103,595880103,595880103,595880103
591540000,591540000,591540000,591540000,591540000,591540000,591540000,595880201,595880201,595880201,595880201
595890000,595890000,595890000,595890000,595890000,595890000,595890000,595890000,595890000,595890000,595890000
595900000,595900000,595900000,595900000,595900000,595900000,595900000,595900000,595900000,595900000,595900000
595910000,595910000,595910000,595910000,595910000,595910000,595910000,595910000,595910000,595910000,595910000
595920000,595920000,595920000,595920000,595920000,595920000,595920000,595920000,595920000,595920000,595920000
595930000,595930000,595930000,595930000,595930000,595930000,595930000,595930000,595930000,595930000,595930000
595940000,595940000,595940000,595940000,595940000,595940000,595940000,595940000,595940000,595940000,595940000
595950000,595950000,595950000,595950000,595950000,595950000,595950000,595950000,595950000,595950000,595950000
595960000,595960000,595960000,595960000,595960000,595960000,595960000,595960000,595960000,595960000,595960000
595970000,595970000,595970000,595970000,595970000,595970000,595970000,595970000,595970000,595970000,595970000
595980000,595980000,595980000,595980000,595980000,595980000,595980000,595980000,595980000,595980000,595980000
595990101,595990101,595990101,595990101,595990101,595990101,595990101,595990101,595990101,595990101,595990101
595990102,595990102,595990102,595990102,595990102,595990102,595990102,595990102,595990102,595990102,595990102
595990103,595990103,595990103,595990103,595990103,595990103,595990103,595990103,595990103,595990103,595990103
595990201,595990201,595990201,595990201,595990201,595990201,595990201,595990201,595990201,595990201,595990201
595990202,595990202,595990202,595990202,595990202,595990202,595990202,595990202,595990202,595990202,595990202
595990301,595990301,595990301,595990301,595990301,595990301,595990301,595990301,595990301,595990301,595990301
595990302,595990302,595990302,595990302,595990302,595990302,595990302,595990302,595990302,595990302,595990302
595990303,595990303,595990303,595990303,595990303,595990303,595990303,595990303,595990303,595990303,595990303
595990401,595990401,595990401,595990401,595990401,595990401,595990401,595990401,595990401,595990401,595990401
595990402,595990402,595990402,595990402,595990402,595990402,595990402,595990402,595990402,595990402,595990402
595990403,595990403,595990403,595990403,595990403,595990403,595990403,595990403,595990403,595990403,595990403
595990501,595990501,595990501,595990501,595990501,595990501,595990501,595990501,595990501,595990501,595990501
595990502,595990502,595990502,595990502,595990502,595990502,595990502,595990502,595990502,595990502,595990502
595990503,595990503,595990503,595990503,595990503,595990503,595990503,595990503,595990503,595990503,595990503
595990601,595990601,595990601,595990601,595990601,595990601,595990601,595990601,595990601,595990601,595990601
595990602,595990602,595990602,595990602,595990602,595990602,595990602,595990602,595990602,595990602,595990602
595990603,595990603,595990603,595990603,595990603,595990603,595990603,595990603,595990603,595990603,595990603
595990701,595990701,595990701,595990701,595990701,595990701,595990701,595990701,595990701,595990701,595990701
595990801,595990801,595990801,595990801,595990801,595990801,595990801,595990801,595990801,595990801,595990801
595990802,595990802,595990802,595990802,595990802,595990802,595990802,595990802,595990802,595990802,595990802
595990901,595990901,595990901,595990901,595990901,595990901,595990901,595990901,595990901,595990901,595990901
595990902,595990902,595990902,595990902,595990902,595990902,595990902,595990902,595990902,595990902,595990902
595991001,595991001,595991001,595991001,595991001,595991001,595991001,595991001,595991001,595991001,595991001
595991002,595991002,595991002,595991002,595991002,595991002,595991002,595991002,595991002,595991002,595991002
595991003,595991003,595991003,595991003,595991003,595991003,595991003,595991003,595991003,595991003,595991003
595991004,595991004,595991004,595991004,595991004,595991004,595991004,595991004,595991004,595991004,595991004
595991005,595991005,595991005,595991005,595991005,595991005,595991005,595991005,595991005,595991005,595991005
595991101,595991101,595991101,595991101,595991101,595991101,595991101,595991101,595991101,595991101,595991101
595991102,595991102,595991102,595991102,595991102,595991102,595991102,595991102,595991102,595991102,595991102
595991103,595991103,595991103,595991103,595991103,595991103,595991103,595991103,595991103,595991103,595991103
595991201,595991201,595991201,595991201,595991201,595991201,595991201,595991201,595991201,595991201,595991201
595991202,595991202,595991202,595991202,595991202,595991202,595991202,595991202,595991202,595991202,595991202
595991203,595991203,595991203,595991203,595991203,595991203,595991203,595991203,595991203,595991203,595991203
595991204,595991204,595991204,595991204,595991204,595991204,595991204,595991204,595991204,595991204,595991204
595991301,595991301,595991301,595991301,595991301,595991301,595991301,595991301,595991301,595991301,595991301
595991302,595991302,595991302,595991302,595991302,595991302,595991302,595991302,595991302,595991302,595991302
595991401,595991401,595991401,595991401,595991401,595991401,595991401,595991401,595991401,595991401,595991401
595991402,595991402,595991402,595991402,595991402,595991402,595991402,595991402,595991402,595991402,595991402
595991403,595991403,595991403,595991403,595991403,595991403,595991403,595991403,595991403,595991403,595991403
595991501,595991501,595991501,595991501,595991501,595991501,595991501,595991501,595991501,595991501,595991501
595991502,595991502,595991502,595991502,595991502,595991502,595991502,595991502,595991502,595991502,595991502
596000000,596000000,596000000,596000000,596000000,596000000,596000000,596000000,596000000,596000000,596000000
596010000,596010000,596010000,596010000,596010000,596010000,596010000,596010000,596010000,596010000,596010000
596020000,596020000,596020000,596020000,596020000,596020000,596020000,596020000,596020000,596020000,596020000
596030101,596030101,596030101,596030101,596030101,596030101,596030101,596030101,596030101,596030101,596030101
596030102,596030102,596030102,596030102,596030102,596030102,596030102,596030102,596030102,596030102,596030102
596040000,596040000,596040000,596040000,596040000,596040000,596040000,596040000,596040000,596040000,596040000
596050000,596050000,596050000,596050000,596050000,596050000,596050000,596050000,596050000,596050000,596050000
596060101,596060101,596060101,596060101,596060101,596060101,596060101,596060101,596060101,596060101,596060101
596060102,596060102,596060102,596060102,596060102,596060102,596060102,596060102,596060102,596060102,596060102
596060201,596060201,596060201,596060201,596060201,596060201,596060201,596060201,596060201,596060201,596060201
596060202,596060202,596060202,596060202,596060202,596060202,596060202,596060202,596060202,596060202,596060202
596060203,596060203,596060203,596060203,596060203,596060203,596060203,596060203,596060203,596060203,596060203
596060301,596060301,596060301,596060301,596060301,596060301,596060301,596060301,596060301,596060301,596060301
596060302,596060302,596060302,596060302,596060302,596060302,596060302,596060302,596060302,596060302,596060302
596060303,596060303,596060303,596060303,596060303,596060303,596060303,596060303,596060303,596060303,596060303
596060401,596060401,596060401,596060401,596060401,596060401,596060401,596060401,596060401,596060401,596060401
596060402,596060402,596060402,596060402,596060402,596060402,596060402,596060402,596060402,596060402,596060402
596060403,596060403,596060403,596060403,596060403,596060403,596060403,596060403,596060403,596060403,596060403
596060501,596060501,596060501,596060501,596060501,596060501,596060501,596060501,596060501,596060501,596060501
596060502,596060502,596060502,596060502,596060502,596060502,596060502,596060502,596060502,596060502,596060502
596060601,596060601,596060601,596060601,596060601,596060601,596060601,596060601,596060601,596060601,596060601
596060602,596060602,596060602,596060602,596060602,596060602,596060602,596060602,596060602,596060602,596060602
596060603,596060603,596060603,596060603,596060603,596060603,596060603,596060603,596060603,596060603,596060603
596060605,596060605,596060605,596060605,596060605,596060605,596060605,596060605,596060605,596060605,596060605
596070000,596070000,596070000,596070000,596070000,596070000,596070000,596070000,596070000,596070000,596070000
596080000,596080000,596080000,596080000,596080000,596080000,596080000,596080000,596080000,596080000,596080000
596090000,596090000,596090000,596090000,596090000,596090000,596090000,596090000,596090000,596090000,596090000
596100000,596100000,596100000,596100000,596100000,596100000,596100000,596100000,596100000,596100000,596100000
596110000,596110000,596110000,596110000,596110000,596110000,596110000,596110000,596110000,596110000,596110000
596120000,596120000,596120000,596120000,596120000,596120000,596120000,596120000,596120000,596120000,596120000
596130000,596130000,596130000,596130000,596130000,596130000,596130000,596130000,596130000,596130000,596130000
596140000,596140000,596140000,596140000,596140000,596140000,596140000,596140000,596140000,596140000,596140000
596150000,596150000,596150000,596150000,596150000,596150000,596150000,596150000,596150000,596150000,596150000
596160101,596160101,596160101,596160101,596160101,596160101,596160101,596160101,596160101,596160101,596160101
596160102,596160102,596160102,596160102,596160102,596160102,596160102,596160102,596160102,596160102,596160102
596160103,596160103,596160103,596160103,596160103,596160103,596160103,596160103,596160103,596160103,596160103
596160104,596160104,596160104,596160104,596160104,596160104,596160104,596160104,596160104,596160104,596160104
596160105,596160105,596160105,596160105,596160105,596160105,596160105,596160105,596160105,596160105,596160105
596170000,596170000,596170000,596170000,596170000,596170000,596170000,596170000,596170000,596170000,596170000
596180000,596180000,596180000,596180000,596180000,596180000,596180000,596180000,596180000,596180000,596180000
596190000,596190000,596190000,596190000,596190000,596190000,596190000,596190000,596190000,596190000,596190000
596200000,596200000,596200000,596200000,596200000,596200000,596200000,596200000,596200000,596200000,596200000
596220000,596220000,596220000,596220000,596220000,596220000,596220000,596220000,596220000,596220000,596220000
596230000,596230000,596230000,596230000,596230000,596230000,596230000,596230000,596230000,596230000,596230000
596240000,596240000,596240000,596240000,596240000,596240000,596240000,596240000,596240000,596240000,596240000
596250000,596250000,596250000,596250000,596250000,596250000,596250000,596250000,596250000,596250000,596250000
596260000,596260000,596260000,596260000,596260000,596260000,596260000,596260000,596260000,596260000,596260000
596270000,596270000,596270000,596270000,596270000,596270000,596270000,596270000,596270000,596270000,596270000
596280000,596280000,596280000,596280000,596280000,596280000,596280000,596280000,596280000,596280000,596280000
596290000,596290000,596290000,596290000,596290000,596290000,596290000,596290000,596290000,596290000,596290000
596300000,596300000,596300000,596300000,596300000,596300000,596300000,596300000,596300000,596300000,596300000
596310000,596310000,596310000,596310000,596310000,596310000,596310000,596310000,596310000,596310000,596310000
596320101,596320101,596320101,596320101,596320101,596320101,596320101,596320101,596320101,596320101,596320101
596320102,596320102,596320102,596320102,596320102,596320102,596320102,596320102,596320102,596320102,596320102
596330000,596330000,596330000,596330000,596330000,596330000,596330000,596330000,596330000,596330000,596330000
596340000,596340000,596340000,596340000,596340000,596340000,596340000,596340000,596340000,596340000,596340000
596350000,596350000,596350000,596350000,596350000,596350000,596350000,596350000,596350000,596350000,596350000
596360101,596360101,596360101,596360101,596360101,596360101,596360101,596360101,596360101,596360101,596360101
596360102,596360102,596360102,596360102,596360102,596360102,596360102,596360102,596360102,596360102,596360102
596360103,596360103,596360103,596360103,596360103,596360103,596360103,596360103,596360103,596360103,596360103
596360104,596360104,596360104,596360104,596360104,596360104,596360104,596360104,596360104,596360104,596360104
596370000,596370000,596370000,596370000,596370000,596370000,596370000,596370000,596370000,596370000,596370000
596380000,596380000,596380000,596380000,596380000,596380000,596380000,596380000,596380000,596380000,596380000
596390000,596390000,596390000,596390000,596390000,596390000,596390000,596390000,596390000,596390000,596390000
596400000,596400000,596400000,596400000,596400000,596400000,596400000,596400000,596400000,596400000,596400000
596410000,596410000,596410000,596410000,596410000,596410000,596410000,596410000,596410000,596410000,596410000
596420000,596420000,596420000,596420000,596420000,596420000,596420000,596420000,596420000,596420000,596420000
596430000,596430000,596430000,596430000,596430000,596430000,596430000,596430000,596430000,596430000,596430000
596450000,596450000,596450000,596450000,596450000,596450000,596450000,596450000,596450000,596450000,596450000
596460101,596460101,596460101,596460101,596460101,596460101,596460101,596460101,596460101,596460101,596460101
596460102,596460102,596460102,596460102,596460102,596460102,596460102,596460102,596460102,596460102,596460102
596460103,596460103,596460103,596460103,596460103,596460103,596460103,596460103,596460103,596460103,596460103
596460201,596460201,596460201,596460201,596460201,596460201,596460201,596460201,596460201,596460201,596460201
596460202,596460202,596460202,596460202,596460202,596460202,596460202,596460202,596460202,596460202,596460202
596460203,596460203,596460203,596460203,596460203,596460203,596460203,596460203,596460203,596460203,596460203
596460301,596460301,596460301,596460301,596460301,596460301,596460301,596460301,596460301,596460301,596460301
596460302,596460302,596460302,596460302,596460302,596460302,596460302,596460302,596460302,596460302,596460302
596470000,596470000,596470000,596470000,596470000,596470000,596470000,596470000,596470000,596470000,596470000
596480101,596480101,596480101,596480101,596480101,596480101,596480101,596480101,596480101,596480101,596480101
596480102,596480102,596480102,596480102,596480102,596480102,596480102,596480102,596480102,596480102,596480102
596480103,596480103,596480103,596480103,596480103,596480103,596480103,596480103,596480103,596480103,596480103
596480104,596480104,596480104,596480104,596480104,596480104,596480104,596480104,596480104,596480104,596480104
596480201,596480201,596480201,596480201,596480201,596480201,596480201,596480201,596480201,596480201,596480201
596480202,596480202,596480202,596480202,596480202,596480202,596480202,596480202,596480202,596480202,596480202
596480203,596480203,596480203,596480203,596480203,596480203,596480203,596480203,596480203,596480203,596480203
596480204,596480204,596480204,596480204,596480204,596480204,596480204,596480204,596480204,596480204,596480204
596490000,596490000,596490000,596490000,596490000,596490000,596490000,596490000,596490000,596490000,596490000
596500101,596500101,596500101,596500101,596500101,596500101,596500101,596500101,596500101,596500101,596500101
596500102,596500102,596500102,596500102,596500102,596500102,596500102,596500102,596500102,596500102,596500102
596500103,596500103,596500103,596500103,596500103,596500103,596500103,596500103,596500103,596500103,596500103
596500104,596500104,596500104,596500104,596500104,596500104,596500104,596500104,596500104,596500104,596500104
596500201,596500201,596500201,596500201,596500201,596500201,596500201,596500201,596500201,596500201,596500201
596500202,596500202,596500202,596500202,596500202,596500202,596500202,596500202,596500202,596500202,596500202
596500301,596500301,596500301,596500301,596500301,596500301,596500301,596500301,596500301,596500301,596500301
596500302,596500302,596500302,596500302,596500302,596500302,596500302,596500302,596500302,596500302,596500302
596500303,596500303,596500303,596500303,596500303,596500303,596500303,596500303,596500303,596500303,596500303
596500304,596500304,596500304,596500304,596500304,596500304,596500304,596500304,596500304,596500304,596500304
596500401,596500401,596500401,596500401,596500401,596500401,596500401,596500401,596500401,596500401,596500401
596500402,596500402,596500402,596500402,596500402,596500402,596500402,596500402,596500402,596500402,596500402
596500403,596500403,596500403,596500403,596500403,596500403,596500403,596500403,596500403,596500403,596500403
596500501,596500501,596500501,596500501,596500501,596500501,596500501,596500501,596500501,596500501,596500501
596500601,596500601,596500601,596500601,596500601,596500601,596500601,596500601,596500601,596500601,596500601
596500602,596500602,596500602,596500602,596500602,596500602,596500602,596500602,596500602,596500602,596500602
596500603,596500603,596500603,596500603,596500603,596500603,596500603,596500603,596500603,596500603,596500603
596500604,596500604,596500604,596500604,596500604,596500604,596500604,596500604,596500604,596500604,596500604
596500605,596500605,596500605,596500605,596500605,596500605,596500605,596500605,596500605,596500605,596500605
596510000,596510000,596510000,596510000,596510000,596510000,596510000,596510000,596510000,596510000,596510000
596520000,596520000,596520000,596520000,596520000,596520000,596520000,596520000,596520000,596520000,596520000
596530101,596530101,596530101,596530101,596530101,596530101,596530101,596530101,596530101,596530101,596530101
596530102,596530102,596530102,596530102,596530102,596530102,596530102,596530102,596530102,596530102,596530102
596530103,596530103,596530103,596530103,596530103,596530103,596530103,596530103,596530103,596530103,596530103
596540101,596540101,596540101,596540101,596540101,596540101,596540101,596540101,596540101,596540101,596540101
596540102,596540102,596540102,596540102,596540102,596540102,596540102,596540102,596540102,596540102,596540102
596540103,596540103,596540103,596540103,596540103,596540103,596540103,596540103,596540103,596540103,596540103
596550000,596550000,596550000,596550000,596550000,596550000,596550000,596550000,596550000,596550000,596550000
596560000,596560000,596560000,596560000,596560000,596560000,596560000,596560000,596560000,596560000,596560000
596570000,596570000,596570000,596570000,596570000,596570000,596570000,596570000,596570000,596570000,596570000
596580000,596580000,596580000,596580000,596580000,596580000,596580000,596580000,596580000,596580000,596580000
596590000,596590000,596590000,596590000,596590000,596590000,596590000,596590000,596590000,596590000,596590000
596600000,596600000,596600000,596600000,596600000,596600000,596600000,596600000,596600000,596600000,596600000
596610000,596610000,596610000,596610000,596610000,596610000,596610000,596610000,596610000,596610000,596610000
596620000,596620000,596620000,596620000,596620000,596620000,596620000,596620000,596620000,596620000,596620000
596630101,596630101,596630101,596630101,596630101,596630101,596630101,596630101,596630101,596630101,596630101
596630102,596630102,596630102,596630102,596630102,596630102,596630102,596630102,596630102,596630102,596630102
596640000,596640000,596640000,596640000,596640000,596640000,596640000,596640000,596640000,596640000,596640000
596650000,596650000,596650000,596650000,596650000,596650000,596650000,596650000,596650000,596650000,596650000
596660000,596660000,596660000,596660000,596660000,596660000,596660000,596660000,596660000,596660000,596660000
596670000,596670000,596670000,596670000,596670000,596670000,596670000,596670000,596670000,596670000,596670000
596680000,596680000,596680000,596680000,596680000,596680000,596680000,596680000,596680000,596680000,596680000
596690000,596690000,596690000,596690000,596690000,596690000,596690000,596690000,596690000,596690000,596690000
596700000,596700000,596700000,596700000,596700000,596700000,596700000,596700000,596700000,596700000,596700000
600010000,600010000,600010000,600010000,600010000,600010000,600010000,600010000,600010000,600010000,600010000
600020000,600020000,600020000,600020000,600020000,600020000,600020000,600020000,600020000,600020000,600020000
600030000,600030000,600030000,600030000,600030000,600030000,600030000,600030000,600030000,600030000,600030000
600040000,600040000,600040000,600040000,600040000,600040000,600040000,600040000,600040000,600040000,600040000
600050000,600050000,600050000,600050000,600050000,600050000,600050000,600050000,600050000,600050000,600050000
600060000,600060000,600060000,600060000,600060000,600060000,600060000,600060000,600060000,600060000,600060000
600070000,600070000,600070000,600070000,600070000,600070000,600070000,600070000,600070000,600070000,600070000
600080000,600080000,600080000,600080000,600080000,600080000,600080000,600080000,600080000,600080000,600080000
600090000,600090000,600090000,600090000,600090000,600090000,600090000,600090000,600090000,600090000,600090000
600100000,600100000,600100000,600100000,600100000,600100000,600100000,600100000,600100000,600100000,600100000
600110000,600110000,600110000,600110000,600110000,600110000,600110000,600110000,600110000,600110000,600110000
600120000,600120000,600120000,600120000,600120000,600120000,600120000,600120000,600120000,600120000,600120000
600130000,600130000,600130000,600130000,600130000,600130000,600130000,600130000,600130000,600130000,600130000
600140000,600140000,600140000,600140000,600140000,600140000,600140000,600140000,600140000,600140000,600140000
600150000,600150000,600150000,600150000,600150000,600150000,600150000,600150000,600150000,600150000,600150000
600160000,600160000,600160000,600160000,600160000,600160000,600160000,600160000,600160000,600160000,600160000
600170000,600170000,600170000,600170000,600170000,600170000,600170000,600170000,600170000,600170000,600170000
600190000,600190000,600190000,600190000,600190000,600190000,600190000,600190000,600190000,600190000,600190000
600200000,600200000,600200000,600200000,600200000,600200000,600200000,600200000,600200000,600200000,600200000
600210000,600210000,600210000,600210000,600210000,600210000,600210000,600210000,600210000,600210000,600210000
600220000,600220000,600220000,600220000,600220000,600220000,600220000,600220000,600220000,600220000,600220000
600230000,600230000,600230000,600230000,600230000,600230000,600230000,600230000,600230000,600230000,600230000
600240000,600240000,600240000,600240000,600240000,600240000,600240000,600240000,600240000,600240000,600240000
600250000,600250000,600250000,600250000,600250000,600250000,600250000,600250000,600250000,600250000,600250000
600260000,600260000,600260000,600260000,600260000,600260000,600260000,600260000,600260000,600260000,600260000
600270000,600270000,600270000,600270000,600270000,600270000,600270000,600270000,600270000,600270000,600270000
600280000,600280000,600280000,600280000,600280000,600280000,600280000,600280000,600280000,600280000,600280000
606490000,606490000,606490000,606490000,606490000,606490000,606490000,606490000,600290000,600290000,600290000
600300000,600300000,600300000,600300000,600300000,600300000,600300000,600300000,600300000,600300000,600300000
600310000,600310000,600310000,600310000,600310000,600310000,600310000,600310000,600310000,600310000,600310000
600320000,600320000,600320000,600320000,600320000,600320000,600320000,600320000,600320000,600320000,600320000
600330000,600330000,600330000,600330000,600330000,600330000,600330000,600330000,600330000,600330000,600330000
600340000,600340000,600340000,600340000,600340000,600340000,600340000,600340000,600340000,600340000,600340000
600350000,600350000,600350000,600350000,600350000,600350000,600350000,600350000,600350000,600350000,600350000
600360000,600360000,600360000,600360000,600360000,600360000,600360000,600360000,600360000,600360000,600360000
600370000,600370000,600370000,600370000,600370000,600370000,600370000,600370000,600370000,600370000,600370000
600390000,600390000,600390000,600390000,600390000,600390000,600390000,600390000,600390000,600390000,600390000
600400000,600400000,600400000,600400000,600400000,600400000,600400000,600400000,600400000,600400000,600400000
600410000,600410000,600410000,600410000,600410000,600410000,600410000,600410000,600410000,600410000,600410000
600420000,600420000,600420000,600420000,600420000,600420000,600420000,600420000,600420000,600420000,600420000
600430000,600430000,600430000,600430000,600430000,600430000,600430000,600430000,600430000,600430000,600430000
600440000,600440000,600440000,600440000,600440000,600440000,600440000,600440000,600440000,600440000,600440000
600450000,600450000,600450000,600450000,600450000,600450000,600450000,600450000,600450000,600450000,600450000
600460000,600460000,600460000,600460000,600460000,600460000,600460000,600460000,600460000,600460000,600460000
600470000,600470000,600470000,600470000,600470000,600470000,600470000,600470000,600470000,600470000,600470000
600480000,600480000,600480000,600480000,600480000,600480000,600480000,600480000,600480000,600480000,600480000
600490000,600490000,600490000,600490000,600490000,600490000,600490000,600490000,600490000,600490000,600490000
600500000,600500000,600500000,600500000,600500000,600500000,600500000,600500000,600500000,600500000,600500000
600510000,600510000,600510000,600510000,600510000,600510000,600510000,600510000,600510000,600510000,600510000
600520000,600520000,600520000,600520000,600520000,600520000,600520000,600520000,600520000,600520000,600520000
